1010170517&&d1d601a7-f3bc-53cf-8c5d-7d72abc4b8be	2016.02.06	1083	77.12	NA
1010170517&&d1d601a7-f3bc-53cf-8c5d-7d72abc4b8be	2016.02.13	1040	57.01	NA
1010170517&&d1d601a7-f3bc-53cf-8c5d-7d72abc4b8be	2016.02.28	1083	68.51	NA
1010170517&&d1d601a7-f3bc-53cf-8c5d-7d72abc4b8be	2016.03.26	1040	101.71	NA
1010170517&&d1d601a7-f3bc-53cf-8c5d-7d72abc4b8be	2016.04.08	1040	25.83	NA
1010173025&&8f04a7a7-15ba-57fe-9ada-79ebd907b9ce	2016.01.04	8566	26.02	NA
1010173025&&8f04a7a7-15ba-57fe-9ada-79ebd907b9ce	2016.01.07	8566	51.74	NA
1010173025&&8f04a7a7-15ba-57fe-9ada-79ebd907b9ce	2016.01.11	8566	71.84	NA
1010173025&&8f04a7a7-15ba-57fe-9ada-79ebd907b9ce	2016.01.20	8566	5.41	NA
1010173025&&8f04a7a7-15ba-57fe-9ada-79ebd907b9ce	2016.02.01	8566	102.12	NA
1010173025&&8f04a7a7-15ba-57fe-9ada-79ebd907b9ce	2016.02.01	8566	112.25	NA
1010173025&&8f04a7a7-15ba-57fe-9ada-79ebd907b9ce	2016.02.06	8566	27.88	NA
1010173025&&8f04a7a7-15ba-57fe-9ada-79ebd907b9ce	2016.02.13	8566	26.03	NA
1010173025&&8f04a7a7-15ba-57fe-9ada-79ebd907b9ce	2016.02.14	8566	17.97	NA
1010173025&&8f04a7a7-15ba-57fe-9ada-79ebd907b9ce	2016.02.21	8566	69.71	NA
1010173025&&8f04a7a7-15ba-57fe-9ada-79ebd907b9ce	2016.03.10	8566	64.29	NA
1010173025&&8f04a7a7-15ba-57fe-9ada-79ebd907b9ce	2016.03.13	8566	40.52	NA
1010173025&&8f04a7a7-15ba-57fe-9ada-79ebd907b9ce	2016.03.25	8566	39.65	NA
1010173025&&8f04a7a7-15ba-57fe-9ada-79ebd907b9ce	2016.03.26	8566	10.71	NA
1010173025&&8f04a7a7-15ba-57fe-9ada-79ebd907b9ce	2016.04.01	8566	8.15	NA
1010173025&&8f04a7a7-15ba-57fe-9ada-79ebd907b9ce	2016.04.08	8566	134.62	NA
1010173025&&8f04a7a7-15ba-57fe-9ada-79ebd907b9ce	2016.04.11	8566	3.34	NA
1010176996&&27a2cffb-e3f1-58b6-bdf4-bf84ddfba680	2016.01.06	1568	213.69	NA
1010176996&&27a2cffb-e3f1-58b6-bdf4-bf84ddfba680	2016.01.07	1568	19.82	NA
1010176996&&27a2cffb-e3f1-58b6-bdf4-bf84ddfba680	2016.01.12	1568	182.03	NA
1010176996&&27a2cffb-e3f1-58b6-bdf4-bf84ddfba680	2016.01.19	1568	257.57	NA
1010176996&&27a2cffb-e3f1-58b6-bdf4-bf84ddfba680	2016.01.20	1568	11.28	NA
1010176996&&27a2cffb-e3f1-58b6-bdf4-bf84ddfba680	2016.01.26	1568	295.85	NA
1010176996&&27a2cffb-e3f1-58b6-bdf4-bf84ddfba680	2016.02.02	1568	280.11	NA
1010176996&&27a2cffb-e3f1-58b6-bdf4-bf84ddfba680	2016.02.09	1568	325.37	NA
1010176996&&27a2cffb-e3f1-58b6-bdf4-bf84ddfba680	2016.02.17	1568	329.33	NA
1010176996&&27a2cffb-e3f1-58b6-bdf4-bf84ddfba680	2016.02.23	1568	306.9	NA
1010176996&&27a2cffb-e3f1-58b6-bdf4-bf84ddfba680	2016.02.25	1568	13.9	NA
